id,enhanced_description
ad4460ff-148d-4277-b50f-8f3b7039edc7,"Die 3M™ Atemschutzmaske 9922C2 ist ein Teil des 3M Spezialmasken-Programms und speziell für anspruchsvolle Arbeitsumgebungen konzipiert. Diese Maske bietet zuverlässigen Schutz vor Feinstaub, bestimmten Niveaus von schädlichen Gasen und Dämpfen, die in industriellen oder handwerklichen Arbeitsprozessen vorkommen können. Mit ihrem leichten Design und dem komfortablen Sitz trägt die 3M™ 9922C2 dazu bei, die Belastung für den Träger zu minimieren, während ein optimaler Dichtsitz gewährleistet wird. Die Maske ist mit einem Ausatemventil ausgestattet, das Wärme und Feuchtigkeit reduziert und somit für eine erhöhte Atmungsaktivität sorgt. Dank der einfachen Handhabung und der hohen Filtrationseffizienz ist diese Atemschutzmaske ideal für Profis, die auf der Suche nach sowohl Schutz als auch Komfort sind."
d39056dc-5c0a-477a-ba5f-08df01aa4825,"Die 3M™ Atemschutzmaske 8822 bietet professionellen Schutz der Sicherheitsstufe FFP2. Sie besticht durch maximale Filterleistung bei gleichzeitig minimiertem Atemwiderstand, was die Atmung auch über längere Tragezeiten komfortabel macht. Dank der benutzerfreundlichen Bänder lässt sich die Maske schnell und einfach aufsetzen. Das Design der 3M Atemschutzmaske gewährleistet eine optimale Anpassung an verschiedene Gesichtsformen und ermöglicht so einen zuverlässigen Dichtsitz. Die aufgedruckte Schutzstufe erleichtert zudem die schnelle Identifikation der Maske. Mit dem Schutz der 3M Qualität sind Sie gegen feste und flüssige Partikel bestens gewappnet. Die Packung enthält 3 Stück, sodass Sie stets Ersatz bei der Hand haben."
3ef92e38-e854-4d74-92be-36f4e83db801,"Die 3M™ Aura™ Atemschutzmaske 9322+ bietet professionellen Atemschutz der Klasse FFP2. Sie ist mit dem innovativen Cool Flow™ Ausatemventil ausgestattet, das für leichteres Atmen sorgt und Hitze und Feuchtigkeit unter der Maske minimiert, somit ideal für längeres Tragen geeignet ist. Diese Maske schützt bis zum 10-fachen des Arbeitsplatzgrenzwertes und ist hygienisch einzeln verpackt, um Kontamination vor Gebrauch zu verhindern. Das Design passt sich dank der flexiblen Struktur der Mundbewegung beim Sprechen an und sorgt für hohen Tragekomfort. Die 3M™ Aura™ 9322+ Masken erfüllen die europäische Norm EC002107 und sind in der Farbe Weiß erhältlich. Die leichte Konstruktion mit einem Gewicht von nur 0.077 kg macht sie zu einer kaum spürbaren Sicherheitsmaßnahme für verschiedenste Arbeitsumgebungen."
bff81ba8-2c59-4b19-96ed-2d1efe739801,"Die 3M™ Aura™ Atemschutzmaske 9332+ bietet hervorragenden Atemschutz in einem innovativen Design. Diese FFP3 NR D-Maske mit dem Cool Flow Ausatemventil reduziert die Wärme und Feuchtigkeit für ein angenehmeres Tragegefühl auch bei längerer Nutzung und kann bis zum 30-fachen des Arbeitsplatzgrenzwertes eingesetzt werden. Sie ist hygienisch einzelverpackt, um die Maske vor Kontaminationen zu schützen, bevor sie zum Einsatz kommt. Das geringe Gewicht von nur 0.080 kg und die weiße Farbe machen die Maske praktisch und neutral, und mit 2 Stück pro Lieferumfang sind Sie gut ausgestattet. Die Maske entspricht der Norm EC002107, was Zuverlässigkeit und Qualität garantiert. Für alle, die zuverlässigen Schutz in Bereichen benötigen, in denen Arbeitsschutz gefordert ist, ist die Aura 9332+ die ideale Wahl."
098ebc46-8d0d-4cef-92f1-025bccbef967,"Der 3M™ E-A-R™ Bügelgehörschutz 1310 bietet mit einem SNR-Wert von 26 dB effektiven Schutz vor Lärm und erhält durch sein innovatives Design eine optimale Passform sowie einen besonderen Komfort. Ausgestattet mit einem langlebigen Kunststoffkopfbügel und weichen, flexiblen Pads, passt sich dieser Gehörschutz Ihren Kiefer- und Kopfbewegungen an und kann wahlweise hinter dem Kopf oder unter dem Kinn getragen werden, sodass die Kompatibilität mit weiterer Schutzkleidung gewährleistet ist. Dank des geringen Gewichts und des minimalen Kontakts mit der Kleidung stellt der Gehörschutz auch bei längerer Tragezeit keine Belastung dar. Die Farbkombination aus Orange und Blau macht ihn zudem im Arbeitsbereich gut sichtbar. Der Gehörschutz entspricht der Norm CE EN 352-1:2001 und kommt im Lieferumfang von einem Stück."
04256356-8aae-46b8-acd9-af557c4697b0,"Das hochwertige 1 Set 3M™ Ersatzfilter 6002Rc ist perfekt geeignet für die 3M™ Mehrweg-Halbmaske 6002C und speziell konzipiert für Farbspritzarbeiten. Sie entsprechen der Schutzstufe A2P2 und bieten erweiterten Schutz gemäß den Normen EN 14387:2004+A1:2008 A2, EN140 sowie 5925 und EN 143:2000 P2 R. Die Filter vereinen Effizienz und Komfort und sind dabei so gestaltet, dass Farbdämpfe und Partikel zuverlässig gefiltert werden. Mit einem Gewicht von 0.331 kg und in der Farbe Grau, fügen sie sich nahtlos in den professionellen Arbeitsschutz ein. Sie erfüllen die höchsten Standards für Sicherheit und Benutzerfreundlichkeit bei diversen Arbeitsschutzmaßnahmen im Bereich Maschinen und Werkstatt. Besuchen Sie den angegebenen Link, um dieses essenzielle Zubehör für Ihr 3M Schutzsystem zu erwerben und betrachten Sie das Produktbild, um mehr über das Design und die Passform zu erfahren."
61b8112d-1672-44d5-a1cd-8247a958534f,"Diese 3M™ Filzgleiter in der Farbe Weiß und Grau bieten einen starken Schutz für Innenböden. Sie sind mit einer Selbstklebefunktion ausgestattet für eine einfache Anwendung. Der extra starke Klebstoff sorgt für eine langlebige und zuverlässige Haftung. Mit einer Packungsgröße von 12 Stück sind diese ultra widerstandsfähigen Stuhlbeingleiter ideal für den Einsatz auf unebenen Flächen, um Kratzer und Abnutzung auf Ihren Bodenbelägen zu vermeiden. Das Hauptmaterial ist hochwertiger Filz, und die Gleiter messen jeweils 2,40 cm in Länge und Tiefe sowie 2,20 cm in Breite bei einem geringen Gewicht von 0,020 kg. Insgesamt bieten diese Filzgleiter eine robuste und praktische Lösung zur Schonung Ihrer Böden im Innenbereich."
643c0068-953c-4638-a647-d6b55adb3e91,"Die 3M™ Filzgleiter ultra resistent mit einem Durchmesser von 25 mm bieten optimalen Schutz für Ihre Böden. Aus hochwertigem Filz gefertigt, sind diese Gleiter besonders robust und ideal für den Einsatz auf unebenen Untergründen. Mit ihrer selbstklebenden Eigenschaft lassen sie sich einfach und schnell an Stuhl- und Tischbeinen anbringen, ohne zusätzliches Werkzeug zu benötigen. Der extra starke Klebstoff sorgt für eine dauerhafte Haftung und langfristige Nutzung. Das Set enthält 8 Stück in einem diskreten Grau-Weiß, wodurch sie unauffällig unter Ihren Möbelstücken bleiben. Mit einem Gewicht von nur 0.017 kg und kompakten Abmessungen sind sie leicht zu handhaben und zu lagern. Vertrauen Sie auf die Qualität der Marke 3M, um Ihre Böden vor Kratzern und Abnutzung zu schützen."
2efcf2f5-cfdd-4881-a3aa-de9c25e80ade,"Die 3M™ Filzgleiter ultra resistent sind mit einem Durchmesser von 34 mm ideal geeignet, um Ihre Böden effektiv vor Kratzern und Abnutzung zu schützen. Diese selbstklebenden Filzgleiter sind speziell für den Innenbereich konzipiert und bieten dank eines extra starken Klebstoffs eine zuverlässige und dauerhafte Haftung. Sie sind äußerst einfach in der Anwendung und halten selbst auf unebenen Oberflächen fest. Die Gleiter sind robust gefertigt und kommen in einem praktischen 4er-Set. Ihr Gewicht beträgt nur 0.017 kg, und mit einer gleichmäßigen quadratischen Größe von 3.4 cm in Länge und Breite vereinen sie Unauffälligkeit mit Funktionalität. Die grau-weiße Farbgebung sorgt für eine dezent-visuelle Integration in Ihre Möbelstücke. Hergestellt aus Filz, einem Material bekannt für seine schützenden Eigenschaften, sind die 3M Filzgleiter eine erstklassige Wahl für den Erhalt Ihrer Bodenbeläge."
ec01a3d4-849d-4dd5-a3b8-4875f6fcf3f9,"Die 3M™ Gehörschutzstöpsel (Modell 1271) bieten einen hervorragenden Gehörschutz von 25 Dezibel (dB) und sind mit einem praktischen Schnursystem ausgestattet. Dieses innovative 3‑Lamellen‑Design gewährleistet, dass die Stöpsel sicher und komfortabel im Ohr sitzen und sich dank des integrierten Stiels leicht platzieren lassen. Die Stöpsel kommen mit einer hygienischen Aufbewahrungstasche, die per Gürtelclip einfach zu transportieren ist, sodass Ihre Gehörschutzstöpsel stets griffbereit, sauber und sicher verwahrt sind. Ideal für Arbeitsumgebungen oder Aktivitäten, bei denen Lärmschutz unverzichtbar ist."
b3eb5933-96a4-498a-8c82-ad41cdacd4d1,"Die 3M™ Hand Sanding and Power Tool Respirator 8822 Atemschutzmaske vereint hohe Funktionalität mit optimalem Tragekomfort. Ausgestattet mit dem 3M™ Cool Flow™ Ventil, minimiert diese Maske die Wärmeentwicklung und Feuchtigkeitsansammlung, was für ein angenehmes Klima innerhalb der Maske sorgt, selbst bei intensiver manueller Arbeit oder Maschinenbedienung. Die robuste und formstabile Schale passt sich nahezu jeder Gesichtsform und -größe an, was die Maske zu einem universellen Schutz für viele Anwender macht. Diese Maske entspricht den hohen europäischen Sicherheitsstandards, was durch die CE-Kennzeichnung 0086 (EN 149:2001 A1:2009 FFP2 NR D) bestätigt wird. Mit einem Gewicht von nur 0.070 kg und ihrer kompakten Maße bleibt die Bewegungsfreiheit des Trägers unbeeinträchtigt. Der Lieferumfang beinhaltet 3 Stück dieser hochwertigen Atemschutzmasken von 3M, einer Marke, die für ihre verlässlichen und effizienten Schutzprodukte anerkannt ist. Obwohl die Größe nicht verstellbar ist, bietet die durchdachte Ergonomie eine passende Lösung für die meisten Nutzer."
78f489f4-d608-4cdc-9aa6-27d608c23d5f,"Die 3M™ Komfort-Schutzbrille 2822C ist das Nonplusultra in puncto Schutz und Komfort für Ihre Augen bei sämtlichen Arbeitsumgebungen. Dank ihres modernen und exklusiven Designs bietet diese Schutzbrille nicht nur optimale Sicherheit, sondern auch einen stilvollen Look. Trotz ihres leichten Gewichts von nur 0.070 kg, schränkt die Brille Ihr Sichtfeld nicht ein und passt dank verstellbarem Gestell perfekt auf jede Kopfform. Ideal für Profis in der Werkstatt sowie für Heimwerker, gewährleistet die Brille einen zuverlässigen Schutz vor Staub, Splittern und anderen Gefahren. Die One-Size-Größe und die Flexibilität der Marke 3M garantieren ein angenehmes Tragegefühl ohne Druckstellen. Ob Maschinenarbeit oder feinmechanische Präzisionstätigkeiten – mit dieser Schutzbrille haben Sie stets klare Sicht auf Ihre Projekte."
f6178ba2-4bd5-403c-ac48-1d6fac52e6c5,"Die 3M™ Partikelmaske 8822C3 FFP2 bietet zuverlässigen Schutz für Gesundheit und Sicherheit am Arbeitsplatz. Die Maske ist ideal für Arbeiten wie Handschleifen oder Umgang mit Elektrowerkzeugen, da sie zuverlässigen Schutz vor Partikeln bietet. Zu den Eigenschaften gehören die Schutzstufe FFP2 und das innovative COOL FLOW™ Ausatemventil, das einen reduzierten Wärmestau unter der Maske gewährleistet. Die Maske ist anpassbar, um eine perfekte Passform zu ermöglichen, und kommt in einer schlichten weißen Farbe. Darüber hinaus ist die Partikelmaske bequem zu tragen und einfach anzulegen. Dieses Produkt wird in einer Packung mit drei Stücken geliefert, was eine praktische Handhabe und Austauschbarkeit gewährleistet. Ob für professionelle oder DIY-Projekte, diese Atemschutzmaske von 3M ist ein wesentlicher Bestandteil der persönlichen Schutzausrüstung."
58080a5c-f1e5-4d09-bdb6-46c0f73e4ce5,"Der 3M™ Peltor™ H510Ac Kapselgehörschützer bietet erstklassigen Schutz für Ihre Ohren bei lauten Arbeiten oder in geräuschintensiven Umgebungen. Dieser Gehörschützer zeichnet sich durch seine schmalen Kapseln aus, die trotz der kompakten Form eine hohe Dämmleistung bieten. Somit wirkt der Kapselgehörschützer weniger massiv als andere Modelle und bietet gleichzeitig komfortablen und effektiven Schutz. Die Marke 3M ist bekannt für ihre qualitativ hochwertigen Produkte, die im Bereich Arbeitssicherheit keine Kompromisse eingehen. Der Kapselgehörschützer ist ein Must-Have für jeden, der seine Ohren vor dauerhaften Schäden schützen möchte, ohne auf Ästhetik und Komfort zu verzichten."
f35a5035-20b1-44db-9a95-ca86c52ca028,"Sicherer Schutz für Ihr Kind: Der 3M™ Peltor™ Kid Kapselgehörschutz Kidr in lebhaftem Rosa ist speziell für empfindliche Kinderohren konzipiert und bietet mit einem SNR-Wert von 27 dB zuverlässige Dämmung gegen Lärm. Diese Gehörschutzkapseln empfehlen sich für Kinder im Alter von ca. 1 ½ bis 12 Jahren. Achten Sie darauf, dass die Gehörschützer erst verwendet werden, wenn die Fontanellen des Kindes geschlossen sind, um Schädigungen zu vermeiden. Der Kapselgehörschutz ist für wachsende Kinder dank des verstellbaren Kopfbügels anpassbar. Für Jugendliche und Erwachsene stehen Modelle mit längeren Bügeln zur Verfügung, wie die 3M PELTOR OPTIME I oder 3M PELTOR X1. Der Gehörschutz in Pink und Rosé wiegt 0.245 kg und verbindet Sicherheit mit Stil für den Nachwuchs."
a37672fa-9828-4844-8172-f11644a49c25,"Der 3M™ Peltor™ Kid Kapselgehörschutz in leuchtendem Neongrün bietet mit einem Schalldruckdämpfungsgrad von 27 dB einen hervorragenden Gehörschutz für Kinder. Dieser verstellbare Kapselgehörschützer überzeugt durch sein geringes Gewicht von nur 0.246 kg und sorgt mit seinem auffälligen Design nicht nur für Sicherheit, sondern auch für Spaß. Perfekt geeignet für laute Umgebungen im Bereich Werkstatt und Maschinenbetrieb, schützt er die Ohren Ihres Kindes zuverlässig und bequem."
600349bc-b07d-4f11-bc88-f33643f6961f,"Das 3M™ Peltor™ ProTac™ III Slim Headset ist ein hochfunktionaler Gehörschutz, der modernste Technologie nutzt, um nicht nur schädlichen Lärm zu dämpfen, sondern auch das Wahrnehmen wichtiger Umgebungsgeräusche zu ermöglichen. Dieses Headset mit seinem schlanken Design bietet durch den Kopfbügel einen hohen Tragekomfort und ist ideal für langanhaltende Nutzung in Lärmbereichen. Die aktive, pegelabhängige Dämmtechnologie gewährleistet einen wirksamen Schutz vor Impulslärm wie er z.B. bei Maschinenbetrieb auftritt, während gleichzeitig eine sichere Kommunikation im Arbeitsumfeld unterstützt wird. Das schwarze Gehörschutz-Headset entspricht den CE-Normen, wiegt nur 0.490 kg und ist somit leicht und bequem zu tragen."
fce5f45a-437a-491b-8947-daa4d3bf0d21,"Die 3M™ Schutzbrille für Handlackierarbeiten, Modell 4800C1, bietet zuverlässigen Augenschutz für Profis und Heimwerker. Mit einem Gewicht von nur 109g, klarem, antibeschlagendem Glas und einer CE/EN 166 Zertifizierung stellt diese Brille sicher, dass Ihre Sicht während der Arbeit klar und unverstellt bleibt. Die feste Form verfügt über direkte Belüftung, um Beschlagen zu minimieren und Komfort zu erhöhen, wobei die Nichtverstellbarkeit durch eine universelle Passform ausgeglichen wird. Egal ob Sie im Labor, in der Werkstatt oder beim Lackieren sind, diese Schutzbrille schützt zuverlässig vor Spritzern und anderen Gefahren. In der Farbe Klar/Transparent gehalten und im Lieferumfang mit einer Stückzahl von 1, ist sie eine essentielle Sicherheitsausrüstung für jegliche Handlackierarbeiten."
5066d0f9-f7a6-4d08-a664-e78f4aa96d24,"Der 3M™ Schutzhelm H700Nvg ist ein hochwertiger Basishelm, der sich ideal für vielfältige Arbeitsszenarien eignet. Mit einem praktischen Ratschensystem versehen, ermöglicht er eine fein abgestimmte Passform und gewährleistet damit einen sicheren Sitz. Das Helmmodell kommt in einem strahlenden Weiß und ist aus robustem HDPE/Polyethylen gefertigt, um eine hohe Beständigkeit und Langlebigkeit sicherzustellen. Ein Kunststoff-Schweißband trägt zur bequemen Verwendung bei. Mit einem Gewicht von nur 0.430 kg bietet der Helm Schutz ohne zu beschweren, und erfüllt die Anforderungen diverser Arbeitsumgebungen. Im Lieferumfang ist 1 Stück enthalten und dank der verstellbaren Größe kann er individuell an den Träger angepasst werden. Dieser Helm steht für eine Kombination aus Schutz, Komfort und Qualität, die von der vertrauenswürdigen Marke 3M bereitgestellt wird."
90424580-985e-4fea-8f39-c8d0bf9e60a0,"Die 3M™ Schutzpuffer sind Ihre erste Wahl, wenn es darum geht, Ihre Wände und Möbel vor Beschädigungen durch Anschlagen, Kratzern und Vibrationen zu schützen. Diese selbstklebenden Puffer haften fest auf einer Vielzahl von Oberflächen und bieten dauerhaften Halt ohne zu reißen oder zu verhärten. Sie eignen sich perfekt für den Einsatz in Haushalt, Büro oder Werkstatt. Mit ihrem extra starken Klebstoff können Sie diese Schutzpuffer einfach anbringen und darauf vertrauen, dass keine Rückstände oder Flecken zurückbleiben. Im Lieferumfang erhalten Sie 4 Stück dieser strapazierfähigen Puffer in klassischem Schwarz, gefertigt aus hochwertigem Kunststoff und Gummi. Sie sind quadratisch mit einer Kantenlänge von jeweils 10 cm und einem Gewicht von insgesamt 0.475 kg. Schützen Sie Ihre Umgebung effizient und zuverlässig mit den 3M Schutzpuffern."
3936c1c5-d526-4804-a2c2-1be91cf21cdc,"Die 3M™ Schutzpuffer mit einem Durchmesser von 13 mm sind höchst strapazierfähige und selbstklebende Elemente, die für ein breites Spektrum an Schutzanwendungen im Innenbereich konzipiert wurden. Sie dienen effektiv dazu, Schäden durch schlagende Türen zu vermeiden, Kratzer zu verhindern, das Verrutschen von Objekten zu minimieren und Vibrationen zu dämpfen. Mit ihrer überzeugenden Klarheit integrieren sie sich nahtlos in jedes Interieur, ohne störende Markierungen zu hinterlassen. Dank des verwendeten hochwertigen Kunststoffs bleiben die Puffer geschmeidig und werden nicht rissig oder hart. Die extra starke Klebstoffbeschichtung gewährleistet eine langanhaltende Haftung auf unterschiedlichsten Oberflächen. Im Lieferumfang sind 12 Stück enthalten, die leicht anzuwenden sind und sofort für einen zuverlässigen Schutz sorgen."
1990ba3e-9c96-49cc-989c-6a5758d89c07,"Die 3M™ Schutzpuffer mit einem Durchmesser von 19 mm sind eine unentbehrliche Ergänzung für jedes Heim, um Schäden und Lärm durch schlagende Türen effektiv zu verhindern. Diese selbstklebenden Rundpuffer sind aus hochwertigem, transparentem Kunststoff gefertigt und gewährleisten dank ihrer Langlebigkeit und dem extra starken Klebstoff einen langanhaltenden Schutz. Sie sind ideal geeignet, um Kratzer, Verrutschen und Vibration auf verschiedenen Oberflächen zu vermeiden, ohne Rückstände wie Kratzer oder Flecken zu hinterlassen. Die Puffer werden im praktischen 8er Set geliefert, sind einfach anzubringen und bleiben auch über längere Zeit weich und flexibel, ohne rissig oder hart zu werden. Mit einem Gewicht von 18 Gramm und einer Höhe von 4 mm fügen sie sich unauffällig und funktionell in den Innenbereich ein."
aff1df51-6932-4a54-bde8-4f48010d4e0a,"Die 3M™ Schutzpuffer in der Größe von 21 x 21 mm sind eine effektive Lösung, um Ihre Wände und Möbel vor Schäden durch Türklinken, Vibrationen oder Verrutschen zu schützen. Diese selbstklebenden Pad sind leicht anzubringen und überzeugen durch ihr strapazierfähiges, transparentes Kunststoffmaterial, das ohne Rückstände an den meisten Oberflächen haftet und dabei keine Kratzer oder Flecken hinterlässt. Sie sind witterungsbeständig und behalten ihre Form, ohne rissig oder hart zu werden. Mit dem extra starken Klebstoff bieten die 3M Schutzpuffer einen lang anhaltenden Halt. Das Set enthält 6 Stück und eignet sich hervorragend für den Innenbereich, um empfindliche Flächen effektiv zu schützen."
faf5f26d-1132-4d72-964c-0d18107c0d03,"Die 3M™ Schutzpuffer in der Größe 21 x 21 mm bieten eine zuverlässige Lösung zum Schutz von Wänden, Möbeln und weiteren Oberflächen vor Schäden durch schlagende Türen und Kratzern. Sie eignen sich hervorragend zum Minimieren von Verrutschen und Dämpfen von Vibrationen. Diese Puffer sind selbstklebend, was eine einfache Anwendung ermöglicht. Sie sind aus einem sehr strapazierfähigen Kunststoffmaterial gefertigt, das keine Kratzer oder Flecken hinterlässt, nicht rissig oder hart wird und mit extra starkem Klebstoff befestigt wird. Dieses Produkt wird in einem Pack mit 6 Stück geliefert und eignet sich bestens für den Innenbereich – ideal für Haushalte, Büros und überall dort, wo ein unauffälliger Schutz erforderlich ist."
92bed962-b044-4986-8557-6ceb605db873,"Die 3M™ Schutzpuffer mit einem Durchmesser von 22 mm bieten eine transparente Lösung zum Schutz Ihrer Oberflächen. Diese selbstklebenden Puffer sind ideal, um Schäden durch schlagende Türen oder Möbelstücke zu verhindern und sorgen gleichzeitig dafür, dass Objekte nicht verrutschen oder durch Vibration beschädigt werden. Sie sind aus einem hoch strapazierfähigen Kunststoff gefertigt, der weder rissig noch hart wird, und sind mit einem extra starken Klebstoff versehen, der keine Kratzer oder Flecken hinterlässt. Mit einer Packung erhalten Sie 4 Stück der Schutzpuffer, die sowohl im Innenbereich als auch auf verschiedenen Oberflächen eingesetzt werden können, ohne Rückstände zu hinterlassen."
ac51e1d4-0653-48ad-9791-d5340e4fbab5,"Die 3M™ Schutzpuffer mit einem Durchmesser von 22 mm in elegantem Weiß bieten eine effektive Lösung zum Schutz Ihrer Wände und Möbel vor Schäden durch schlagende Türen oder Verrutschen von Gegenständen. Diese Schutzpuffer sind selbstklebend und daher leicht anzubringen. Sie sind aus hochstrapazierfähigem Kunststoff gefertigt, der weder rissig noch hart wird, sodass sie langfristig Schutz bieten, ohne Spuren auf den Oberflächen zu hinterlassen. Mit extra starkem Klebstoff ausgestattet, gewährleisten diese Puffer zudem eine zuverlässige Haftung auf verschiedenen Oberflächen im Innenbereich. Im Lieferumfang sind 4 Stück enthalten, was eine vielseitige Nutzung für diverse Anwendungen erlaubt."
c8a0464a-5c5c-424f-b317-780ec5ecd70b,"Die 3M™ Schutzpuffer sind ein unverzichtbarer Begleiter im Haushalt zum Schutz Ihrer Möbel und Oberflächen. Diese 8 mm Puffer sind selbstklebend, einfach anzubringen und bieten einen effektiven Schutz vor Kratzern, Vibrationen, Rutschen und dem Einschlagen von Türen. Mit einer Größe von 0,8 cm bieten sie eine dezente Lösung, die keine Rückstände hinterlässt, nicht rissig oder hart wird und über einen extra starken Klebstoff verfügt. Die zuverlässige Qualität der Marke 3M garantiert eine hohe Strapazierfähigkeit dieser transparenten Kunststoffschutzpuffer. Im Lieferumfang enthalten sind 16 Stück, die vielfältige Anwendung in Ihrem Zuhause finden werden, ohne die Optik zu stören."
9a773d6c-916e-415f-83f6-5d000fcd6ad6,"Die 3M™ SecureFit™ 400 Schutzbrille Sf401As/Af ist Ihre zuverlässige Wahl für Augenschutz in der Werkstatt oder am Arbeitsplatz. Mit ihrem rahmenlosen Design und der revolutionären Bügeldruckverteilungstechnologie sorgt diese Schutzbrille für einen ausgeglichenen Druck auf den Schläfen und Ohren, was sie unglaublich komfortabel macht, selbst bei längerer Tragedauer. Die Gläser aus hochwertigem Polycarbonat bieten exzellente Klarheit und Schutz vor Schadstoffen. Sie erfüllt die Sicherheitsnorm CE / EN 166, garantiert also höchste Sicherheitsstandards für den Augenschutz. Nicht verstellbar, aber mit einem Gewicht von nur 63 g ist sie leicht genug, um sie den ganzen Tag zu tragen, ohne dass sie zur Last wird. Diese Schutzbrille ist eine kluge Investition für jeden, der den besten Augenschutz ohne Abstriche bei Komfort und Haltbarkeit sucht."
f56e1fc9-53a8-46cb-81bd-d9d7e562a945,"Die 3M™ Sliders Sp63A17 Möbelgleiter in Grau ermöglichen es Ihnen, Möbelstücke jeglichen Gewichts mühelos zu verschieben. Dank der speziellen Vertiefungen auf der Oberfläche wird die Gleitfähigkeit um über 50% verbessert. Diese Möbelgleiter sind aus einem äußerst widerstandsfähigen Polymer gefertigt, das für seine Langlebigkeit bekannt ist. Mit ihrem extra starken Klebstoff gewährleisten die 16 Gleiter mit einem Durchmesser von jeweils 17 mm eine sichere und dauerhafte Haftung auf unterschiedlichsten Untergründen. Der Lieferumfang beinhaltet insgesamt 24 Stück dieser praktischen Helfer. Verlassen Sie sich auf die Qualität der Marke 3M für ein leichteres Umgestalten Ihrer Wohnräume."
2f760dc9-5309-4ddf-819e-7ce56330fb95,"Die 3M™ Solus™ 1000 Schutzbrille kombiniert Funktionalität mit modischem Design und ist die perfekte Ausrüstung für die Arbeit in rauer Umgebung sowie für Heimwerkerprojekte. Der dünne Rahmen macht sie leicht und die weichen Komponenten am Schläfenbereich erhöhen den Tragekomfort auch bei längerer Nutzung. Die Schutzbrille besticht durch ihre modernen Farbakzente und ihr stilvolles Aussehen, welches auch die Sicherheitsbekleidung optisch aufwertet. Eine der herausragendsten Eigenschaften ist die 3M™ Scotchgard™ Antibeschlag-Beschichtung, die nicht nur das Beschlagen der Brille verhindert, sondern auch vor Kratzern schützt und somit für eine klare Sicht sorgt. Das widerstandsfähige Polycarbonatglas der Brille bietet exzellente Stoßfestigkeit und Sicherheit, und die weichen Nasenbügel sorgen für zusätzlichen Komfort. Obwohl nicht größenverstellbar, garantiert das intelligente Design der Schutzbrille Passgenauigkeit und dauerhaften Schutz. Mit einem Gewicht von nur 0,107 kg und in der Farbe Transparent/Klar gehalten, ist sie leicht und unaufdringlich. Im Lieferumfang ist ein Stück enthalten."
c246da9f-581d-4d2f-8cf2-f8734e83cb1e,"Die 3M™ Spezialmaske 9922 bietet zuverlässigen Ffp2 Schutz und ist ideal für Arbeitsumgebungen mit Ozon oder organischen Gasen unterhalb des Grenzwertes. Ausgestattet mit einem Cool-Flow Ausatemventil unterstützt sie ein angenehmes Atmen, indem sie die Wärme- und Feuchtigkeitsbildung reduziert. Die robuste, formstabile Schale passt sich leicht an verschiedene Gesichtsformen und -größen an, ohne Komfort einzubüßen. Mit europäischen Normen übereinstimmend (CE-Kennzeichnung 0086, EN 149:2001 A1:2009 FFP2 NR D), gewährleistet die Maske Sicherheit bis zum 10-fachen des Arbeitsplatzgrenzwertes. Darüber hinaus kommt sie in einem praktischen 2-Stück-Pack und in ansprechender grauer Farbe, was sie sowohl funktionell als auch optisch zu einer guten Wahl für professionellen Arbeitsschutz macht."
e3d62afe-3aae-4e15-b983-e9ee01c134aa,"Die 3M™ Visitore Überbrille klar ist ein vielseitiger Augenschutz für Besucher und Arbeiter in Umgebungen, wo die Augen vor Staub, Splittern oder Flüssigkeitsspritzern geschützt werden müssen. Diese Überbrille zeichnet sich durch klare Polycarbonat-Scheiben aus, welche hervorragende Sichtbarkeit und Schutz gewährleisten. Der Rahmen ist transparent, ergonomisch gestaltet und so konzipiert, dass die Überbrille komfortabel über die meisten Korrektionsbrillen passt. Ideal für den Einsatz in Werkstätten, Laboren oder auf Baustellen, bietet diese Überbrille von der renommierten Marke 3M eine praktische und effektive Lösung, um die Sicherheitsstandards am Arbeitsplatz einzuhalten."
